13,-33,18
16,-31,18
20,-29,18
22,-27,18
25,-25,18
27,-22,18
29,-20,18
31,-16,18
33,-13,18
37,-11,18
38,-7,18
38,-3,18
39,0,18
40,4,21
40,7,21
39,11,21
37,15,21
36,19,21
37,25,21
34,28,21
31,31,21
28,34,21
25,37,21
22,41,21
17,43,21
13,44,21
9,46,21
4,46,21
0,47,21
-4,46,21
-9,46,21
-13,44,21
-17,43,21
-27,51,21
-32,48,21
-36,44,21
-41,41,21
-44,36,21
-37,25,21
-39,21,21
-41,17,21
-43,13,21
-44,8,21
-42,4,21
-43,0,21
-42,-4,21
-42,-8,21
-41,-12,21
-37,-15,21
-36,-19,21
-34,-22,21
-31,-26,21
-28,-28,21
-24,-30,21
-21,-32,21
-18,-34,21
-14,-36,21
-11,-37,21
-7,-37,21
-3,-37,21
0,-38,21
3,-37,21
7,-37,21
10,-35,21
14,-34,21
17,-32,21
20,-30,21
23,-28,21
26,-26,21
28,-23,21
30,-20,21
32,-17,21
34,-14,21
37,-11,21
38,-7,21
38,-3,21
39,0,21
41,4,24
41,8,24
40,12,24
38,16,24
37,19,24
39,26,24
36,29,24
33,33,24
29,36,24
26,39,24
21,40,24
17,42,24
13,44,24
8,45,24
4,45,24
0,48,24
-4,47,24
-9,47,24
-13,45,24
-18,44,24
-27,52,24
-32,49,24
-37,45,24
-41,41,24
-45,37,24
-39,26,24
-41,22,24
-43,17,24
-44,13,24
-46,9,24
-43,4,24
-44,0,24
-43,-4,24
-43,-8,24
-42,-12,24
-37,-15,24
-36,-19,24
-34,-22,24
-31,-26,24
-28,-28,24
-25,-30,24
-22,-33,24
-18,-35,24
-15,-36,24
-11,-38,24
-7,-37,24
-3,-37,24
0,-38,24
3,-37,24
7,-37,24
11,-36,24
14,-35,24
17,-33,24
21,-31,24
24,-29,24
26,-26,24
29,-24,24
31,-21,24
33,-17,24
35,-14,24
38,-11,24
39,-7,24
39,-3,24
40,0,24
43,4,27
43,8,27
42,12,27
40,16,27
38,20,27
39,26,27
36,29,27
33,33,27
29,36,27
26,39,27
22,42,27
18,44,27
13,45,27
9,47,27
4,47,27
0,47,27
-4,46,27
-9,46,27
-13,44,27
-17,43,27
-28,52,27
-33,49,27
-38,46,27
-42,42,27
-46,38,27
-40,27,27
-43,23,27
-45,18,27
-46,14,27
-48,9,27
-46,4,27
-47,0,27
-46,-4,27
-46,-9,27
-44,-13,27
-39,-16,27
-37,-20,27
-35,-23,27
-33,-27,27
-30,-30,27
-26,-32,27
-23,-34,27
-19,-37,27
-16,-38,27
-12,-40,27
-7,-39,27
-3,-39,27
0,-40,27
3,-39,27
7,-39,27
11,-36,27
14,-35,27
17,-33,27
21,-31,27
24,-29,27
28,-28,27
30,-25,27
33,-22,27
35,-18,27
36,-15,27
40,-12,27
41,-8,27
41,-4,27
42,0,27
42,4,30
42,8,30
41,12,30
39,16,30
37,20,30
39,26,30
37,30,30
33,33,30
30,37,30
26,39,30
23,44,30
19,46,30
14,47,30
9,49,30
4,49,30
0,50,30
-4,49,30
-9,49,30
-14,47,30
-19,46,30
-28,52,30
-33,49,30
-38,46,30
-42,42,30
-46,38,30
-39,26,30
-42,22,30
-44,18,30
-45,13,30
-47,9,30
-44,4,30
-45,0,30
-44,-4,30
-44,-8,30
-43,-13,30
-38,-16,30
-37,-19,30
-34,-23,30
-32,-26,30
-29,-29,30
-27,-33,30
-23,-35,30
-20,-37,30
-16,-39,30
-12,-41,30
-7,-39,30
-3,-39,30
0,-40,30
3,-39,30
7,-39,30
11,-36,30
14,-35,30
17,-33,30
21,-31,30
24,-29,30
27,-27,30
30,-24,30
32,-21,30
34,-18,30
36,-14,30
39,-11,30
40,-7,30
40,-4,30
41,0,30
43,4,33
43,8,33
42,12,33
40,16,33
38,20,33
39,26,33
37,30,33
33,33,33
30,37,33
26,39,33
22,42,33
18,44,33
13,45,33
9,47,33
4,47,33
0,50,33
-4,49,33
-9,49,33
-14,47,33
-19,46,33
-28,53,33
-33,50,33
-38,47,33
-43,43,33
-47,38,33
-40,27,33
-43,23,33
-45,18,33
-46,14,33
-48,9,33
-46,4,33
-47,0,33
-46,-4,33
-46,-9,33
-44,-13,33
-41,-17,33
-39,-21,33
-37,-25,33
-34,-28,33
-31,-31,33
-26,-32,33
-23,-34,33
-19,-37,33
-16,-38,33
-12,-40,33
-7,-39,33
-3,-39,33
0,-40,33
3,-39,33
7,-39,33
11,-37,33
14,-36,33
18,-34,33
21,-32,33
24,-30,33
28,-28,33
30,-25,33
33,-22,33
35,-18,33
36,-15,33
41,-12,33
42,-8,33
42,-4,33
43,0,33
43,4,36
43,8,36
42,12,36
40,16,36
38,20,36
40,27,36
37,31,36
34,34,36
31,37,36
27,40,36
23,43,36
18,45,36
14,46,36
9,48,36
4,48,36
0,51,36
-4,50,36
-9,50,36
-14,48,36
-19,47,36
-28,52,36
-33,49,36
-38,46,36
-42,42,36
-46,38,36
-40,27,36
-43,23,36
-45,18,36
-46,14,36
-48,9,36
-47,4,36
-48,0,36
-47,-4,36
-47,-9,36
-45,-13,36
-41,-17,36
-39,-21,36
-37,-25,36
-34,-28,36
-31,-31,36
-27,-33,36
-23,-35,36
-20,-37,36
-16,-39,36
-12,-41,36
-8,-41,36
-4,-41,36
0,-42,36
4,-41,36
8,-41,36
11,-37,36
14,-36,36
18,-34,36
21,-32,36
24,-30,36
29,-29,36
32,-26,36
34,-23,36
37,-19,36
38,-16,36
41,-12,36
42,-8,36
42,-4,36
43,0,36
45,4,39
45,8,39
44,13,39
42,17,39
40,21,39
40,27,39
37,31,39
34,34,39
31,37,39
27,40,39
23,44,39
19,46,39
14,47,39
9,49,39
4,49,39
0,51,39
-4,50,39
-9,50,39
-14,48,39
-19,47,39
-27,52,39
-32,49,39
-37,45,39
-41,41,39
-45,37,39
-42,28,39
-44,24,39
-47,19,39
-48,14,39
-50,9,39
-50,4,39
-51,0,39
-50,-4,39
-50,-9,39
-48,-14,39
-45,-18,39
-43,-23,39
-40,-27,39
-37,-31,39
-34,-34,39
-27,-34,39
-24,-36,39
-20,-38,39
-16,-40,39
-12,-42,39
-7,-40,39
-4,-40,39
0,-41,39
4,-40,39
7,-40,39
11,-38,39
15,-36,39
18,-35,39
22,-33,39
25,-30,39
29,-29,39
32,-26,39
34,-23,39
37,-19,39
38,-16,39
42,-12,39
43,-8,39
43,-4,39
44,0,39
46,4,42
46,9,42
44,13,42
43,17,42
41,22,42
41,27,42
38,31,42
35,35,42
31,38,42
27,41,42
24,46,42
20,48,42
15,50,42
10,51,42
5,52,42
0,53,42
-5,52,42
-10,51,42
-15,50,42
-20,48,42
-27,52,42
-32,49,42
-37,45,42
-41,41,42
-45,37,42
-43,28,42
-45,24,42
-48,19,42
-49,15,42
-51,10,42
-49,4,42
-50,0,42
-49,-4,42
-49,-9,42
-47,-14,42
-45,-18,42
-43,-23,42
-40,-27,42
-37,-31,42
-34,-34,42
-28,-34,42
-25,-37,42
-21,-39,42
-17,-41,42
-13,-43,42
-8,-42,42
-4,-42,42
0,-43,42
4,-42,42
8,-42,42
12,-41,42
16,-39,42
20,-37,42
23,-35,42
27,-33,42
29,-29,42
32,-26,42
34,-23,42
37,-19,42
38,-16,42
43,-13,42
44,-8,42
44,-4,42
45,0,42
45,4,45
45,8,45
44,13,45
42,17,45
40,21,45
43,28,45
40,32,45
36,36,45
32,40,45
28,43,45
24,46,45
20,48,45
15,50,45
10,51,45
5,52,45
0,54,45
-5,53,45
-10,52,45
-15,51,45
-20,49,45
-26,49,45
-31,46,45
-35,43,45
-39,39,45
-43,35,45
-44,29,45
-46,24,45
-48,20,45
-50,15,45
-51,10,45
